6.813218689044638898e-01;8.408440953462811285e-01;8.773362774472345249e-01;9.610589188815689132e-01;9.697945675363923712e-01;1.059619455185137005e+00;1.091979753089977745e+00;1.086720934585772014e+00;1.086467196462045814e+00;1.101153889555559706e+00
6.813232057952413045e-01;8.408447630232891434e-01;8.773367920354142591e-01;9.610590822438054293e-01;9.697947738440138021e-01;1.059619047975341122e+00;1.091979124854507210e+00;1.086720342268818307e+00;1.086466605878161573e+00;1.101153198659365007e+00
6.336676767817781553e-01;8.170443886272955591e-01;8.589935045028904703e-01;9.552357839375319459e-01;9.689423956669351856e-01;1.061301471247722672e+00;1.094574735242189512e+00;1.089167552128363914e+00;1.088906655408530488e+00;1.104007697368749819e+00
6.359507718698058643e-01;8.181846239578353108e-01;8.598723001123559362e-01;9.555147682240230367e-01;9.689896052764658263e-01;1.061208288963274127e+00;1.094430975399209860e+00;1.089032011560790325e+00;1.088771511421199767e+00;1.103849598800415333e+00
6.304412672712299548e-01;8.154330382573490299e-01;8.577516138225260711e-01;9.548415307327713375e-01;9.688719111393852002e-01;1.061440593544236144e+00;1.094789370455524935e+00;1.089369915862448357e+00;1.089108427043435690e+00;1.104243740475358670e+00
6.125540057593050758e-01;8.064996882407625689e-01;8.508665537282400493e-01;9.529202799913096822e-01;9.679514945472983412e-01;1.063257310978415804e+00;1.097592167302816168e+00;1.092012466574814100e+00;1.091743245875802737e+00;1.107326090592783085e+00
7.685760950289803883e-01;8.844210588673342421e-01;9.109216638937407406e-01;9.717210056892203740e-01;9.773315990623206995e-01;1.058295969786221535e+00;1.089937905175862864e+00;1.084795826576177458e+00;1.084547721155750155e+00;1.098908386045764685e+00
7.685804571198858737e-01;8.844232374056665291e-01;9.109233429242620250e-01;9.717215387177504660e-01;9.773320263372194949e-01;1.058295482091291762e+00;1.089937152769469897e+00;1.084795117187606683e+00;1.084547013842790397e+00;1.098907558593737344e+00
7.706533519225144957e-01;8.854584934065417023e-01;9.117212294691484642e-01;9.719748374439028948e-01;9.775350702297399552e-01;1.060093255509780619e+00;1.092710723152339858e+00;1.087410112419292085e+00;1.087154357819483996e+00;1.101957767175064440e+00
7.978839576731704408e-01;8.990581454366810554e-01;9.222026749867916484e-01;9.753022989920014929e-01;9.802023585939607653e-01;1.058168001469275366e+00;1.089740478108482069e+00;1.084609687135478451e+00;1.084362126343319632e+00;1.098691267439786401e+00
